code,code_name,ipoDate
sz.000823,超声电子,1997-10-08
sz.000825,太钢不锈,1998-10-21
sz.000826,启迪环境,1998-02-25
sz.000828,东莞控股,1997-06-17
sz.000829,天音控股,1997-12-02
sz.000830,鲁西化工,1998-08-07
sz.000831,五矿稀土,1998-09-11
sz.000833,粤桂股份,1998-11-11
sz.000836,富通信息,1997-09-29
sz.000837,秦川机床,1998-09-28
sz.000838,财信发展,1997-06-26
sz.000839,中信国安,1997-10-31
sz.000848,承德露露,1997-11-13
sz.000850,华茂股份,1998-10-07
sz.000851,高鸿股份,1998-06-09
sz.000852,石化机械,1998-11-26
sz.000856,冀东装备,1998-08-13
sz.000858,五粮液,1998-04-27
sz.000859,国风新材,1998-11-19
sz.000860,顺鑫农业,1998-11-04
sz.000861,海印股份,1998-10-28
sz.000862,银星能源,1998-09-15
sz.000863,三湘印象,1997-09-25
sz.000868,安凯客车,1997-07-25
sz.000869,张裕A,2000-10-26
sz.000875,吉电股份,2002-09-26
sz.000876,新希望,1998-03-11
sz.000877,天山股份,1999-01-07
sz.000878,云南铜业,1998-06-02
sz.000880,潍柴重机,1998-04-02
sz.000881,中广核技,1998-09-02
sz.000882,华联股份,1998-06-16
sz.000883,湖北能源,1998-05-19
sz.000885,城发环境,1999-03-19
sz.000886,海南高速,1998-01-23
sz.000887,中鼎股份,1998-12-03
sz.000888,峨眉山A,1997-10-21
sz.000889,中嘉博创,1997-12-18
sz.000890,法尔胜,1999-01-19
sz.000892,欢瑞世纪,1999-01-15
sz.000893,亚钾国际,1998-12-24
sz.000895,双汇发展,1998-12-10
sz.000897,津滨发展,1999-04-22
sz.000898,鞍钢股份,1997-12-25
sz.000899,赣能股份,1997-11-26
sz.000900,现代投资,1999-01-28
sz.000901,航天科技,1999-04-01
sz.000902,新洋丰,1999-04-08
sz.000903,云内动力,1999-04-15
sz.000905,厦门港务,1999-04-29
sz.000906,浙商中拓,1999-07-07
sz.000908,景峰医药,1999-02-03
sz.000909,数源科技,1999-05-07
sz.000910,大亚圣象,1999-06-30
sz.000911,南宁糖业,1999-05-27
sz.000912,泸天化,1999-06-03
sz.000913,钱江摩托,1999-05-14
sz.000915,华特达因,1999-06-09
sz.000917,电广传媒,1999-03-25
sz.000918,嘉凯城,1999-07-20
sz.000919,金陵药业,1999-11-18
sz.000920,沃顿科技,1999-06-16
sz.000921,海信家电,1999-07-13
sz.000922,佳电股份,1999-06-18
sz.000923,河钢资源,1999-07-14
sz.000925,众合科技,1999-06-11
sz.000926,福星股份,1999-06-18
sz.000927,中国铁物,1999-07-27
sz.000928,中钢国际,1999-03-12
sz.000929,兰州黄河,1999-06-23
sz.000930,中粮科技,1999-07-12
sz.000931,中关村,1999-07-12
sz.000932,华菱钢铁,1999-08-03
sz.000933,神火股份,1999-08-31
sz.000935,四川双马,1999-08-24
sz.000936,华西股份,1999-08-10
sz.000937,冀中能源,1999-09-09
sz.000938,紫光股份,1999-11-04
sz.000948,南天信息,1999-10-14
sz.000949,新乡化纤,1999-10-21
sz.000950,重药控股,1999-09-16
sz.000951,中国重汽,1999-11-25
sz.000952,广济药业,1999-11-12
sz.000953,河化股份,1999-12-02
sz.000955,欣龙控股,1999-12-09
sz.000957,中通客车,2000-01-13
sz.000958,东方能源,1999-12-23
sz.000959,首钢股份,1999-12-16
sz.000960,锡业股份,2000-02-21
sz.000961,中南建设,2000-03-01
sz.000962,东方钽业,2000-01-20
sz.000963,华东医药,2000-01-27
sz.000965,天保基建,2000-04-06
sz.000966,长源电力,2000-03-16
sz.000967,盈峰环境,2000-03-30
sz.000968,蓝焰控股,2000-06-22
sz.000969,安泰科技,2000-05-29
sz.000970,中科三环,2000-04-20
sz.000973,佛塑科技,2000-05-25
sz.000975,银泰黄金,2000-06-08
sz.000976,华铁股份,2000-06-01
sz.000977,浪潮信息,2000-06-08
sz.000978,桂林旅游,2000-05-18
sz.000982,中银绒业,2000-07-06
sz.000983,山西焦煤,2000-07-26
sz.000985,大庆华科,2000-07-26
sz.000987,越秀金控,2000-07-18
sz.000988,华工科技,2000-06-08
sz.000989,九芝堂,2000-06-28
sz.000990,诚志股份,2000-07-06
sz.000993,闽东电力,2000-07-31
sz.000995,皇台酒业,2000-08-07
sz.000996,中国中期,2000-07-18
sz.000997,新大陆,2000-08-07
sz.000998,隆平高科,2000-12-11
sz.000999,华润三九,2000-03-09
sz.001201,东瑞股份,2021-04-28
sz.001202,炬申股份,2021-04-29
sz.001203,大中矿业,2021-05-10
sz.001205,盛航股份,2021-05-13
sz.001206,依依股份,2021-05-18
sz.001207,联科科技,2021-06-23
sz.001208,华菱线缆,2021-06-24
sz.001209,洪兴股份,2021-07-23
sz.001210,金房节能,2021-07-29
sz.001211,双枪科技,2021-08-05
sz.001212,中旗新材,2021-08-23
sz.001213,中铁特货,2021-09-08
sz.001215,千味央厨,2021-09-06
sz.001216,华瓷股份,2021-10-19
sz.001217,华尔泰,2021-09-29
sz.001218,丽臣实业,2021-10-15
sz.001219,青岛食品,2021-10-21
sz.001288,运机集团,2021-11-01
sz.001696,宗申动力,1997-03-06
sz.001872,招商港口,1993-05-05
sz.001896,豫能控股,1998-01-22
sz.001914,招商积余,1994-09-28
sz.001965,招商公路,2017-12-25
sz.001979,招商蛇口,2015-12-30
sz.002001,新和成,2004-06-25
sz.002002,鸿达兴业,2004-06-25
sz.002003,伟星股份,2004-06-25
sz.002004,华邦健康,2004-06-25
sz.002006,精功科技,2004-06-25
sz.002007,华兰生物,2004-06-25
sz.002008,大族激光,2004-06-25
sz.002009,天奇股份,2004-06-29
sz.002010,传化智联,2004-06-29
sz.002011,盾安环境,2004-07-05
sz.002012,凯恩股份,2004-07-05
sz.002013,中航机电,2004-07-05
sz.002014,永新股份,2004-07-08
sz.002015,协鑫能科,2004-07-08
sz.002016,世荣兆业,2004-07-08
sz.002017,东信和平,2004-07-13
sz.002019,亿帆医药,2004-07-13
sz.002020,京新药业,2004-07-15
sz.002022,科华生物,2004-07-21
sz.002023,海特高新,2004-07-21
sz.002024,苏宁易购,2004-07-21
sz.002025,航天电器,2004-07-26
sz.002026,山东威达,2004-07-27
sz.002027,分众传媒,2004-08-04
sz.002028,思源电气,2004-08-05
sz.002029,七匹狼,2004-08-06
sz.002030,达安基因,2004-08-09
sz.002031,巨轮智能,2004-08-16
sz.002032,苏泊尔,2004-08-17
sz.002033,丽江股份,2004-08-25
sz.002034,旺能环境,2004-08-26
sz.002035,华帝股份,2004-09-01
sz.002036,联创电子,2004-09-03
sz.002037,保利联合,2004-09-08
sz.002038,双鹭药业,2004-09-09
sz.002039,黔源电力,2005-03-03
sz.002040,南京港,2005-03-25
sz.002041,登海种业,2005-04-18
sz.002042,华孚时尚,2005-04-27
sz.002043,兔宝宝,2005-05-10
sz.002044,美年健康,2005-05-18
sz.002045,国光电器,2005-05-23
sz.002046,国机精工,2005-05-26
sz.002047,宝鹰股份,2005-05-31
sz.002048,宁波华翔,2005-06-03
sz.002049,紫光国微,2005-06-06
sz.002050,三花智控,2005-06-07
sz.002051,中工国际,2006-06-19
sz.002053,云南能投,2006-06-27
sz.002054,德美化工,2006-07-25
sz.002055,得润电子,2006-07-25
sz.002056,横店东磁,2006-08-02
sz.002057,中钢天源,2006-08-02
sz.002059,云南旅游,2006-08-10
sz.002060,粤水电,2006-08-10
sz.002061,浙江交科,2006-08-16
sz.002062,宏润建设,2006-08-16
sz.002063,远光软件,2006-08-23
sz.002064,华峰化学,2006-08-23
sz.002065,东华软件,2006-08-23
sz.002066,瑞泰科技,2006-08-23
sz.002067,景兴纸业,2006-09-15
sz.002068,黑猫股份,2006-09-15
sz.002069,獐子岛,2006-09-28
sz.002073,软控股份,2006-10-18
sz.002074,国轩高科,2006-10-18
sz.002075,沙钢股份,2006-10-25
sz.002077,大港股份,2006-11-16
sz.002078,太阳纸业,2006-11-16
sz.002079,苏州固锝,2006-11-16
sz.002080,中材科技,2006-11-20
sz.002081,金螳螂,2006-11-20
sz.002082,万邦德,2006-11-20
sz.002083,孚日股份,2006-11-24
sz.002084,海鸥住工,2006-11-24
sz.002085,万丰奥威,2006-11-28
sz.002087,新野纺织,2006-11-30
sz.002088,鲁阳节能,2006-11-30
sz.002090,金智科技,2006-12-08
sz.002091,江苏国泰,2006-12-08
sz.002093,国脉科技,2006-12-15
sz.002094,青岛金王,2006-12-15
sz.002095,生意宝,2006-12-15
sz.002096,南岭民爆,2006-12-22
sz.002097,山河智能,2006-12-22
sz.002098,浔兴股份,2006-12-22
sz.002099,海翔药业,2006-12-26
sz.002100,天康生物,2006-12-26
sz.002101,广东鸿图,2006-12-29
sz.002103,广博股份,2007-01-10
sz.002104,恒宝股份,2007-01-10
sz.002105,信隆健康,2007-01-12
sz.002106,莱宝高科,2007-01-12
sz.002107,沃华医药,2007-01-24
sz.002108,沧州明珠,2007-01-24
sz.002109,兴化股份,2007-01-26
sz.002110,三钢闽光,2007-01-26
sz.002111,威海广泰,2007-01-26
sz.002112,三变科技,2007-02-08
sz.002114,罗平锌电,2007-02-15
sz.002115,三维通信,2007-02-15
sz.002116,中国海诚,2007-02-15
sz.002117,东港股份,2007-03-02
sz.002118,紫鑫药业,2007-03-02
sz.002119,康强电子,2007-03-02
sz.002120,韵达股份,2007-03-06
sz.002121,科陆电子,2007-03-06
sz.002123,梦网科技,2007-03-28
sz.002124,天邦股份,2007-04-03
sz.002125,湘潭电化,2007-04-03
sz.002126,银轮股份,2007-04-18
sz.002127,南极电商,2007-04-18
sz.002128,电投能源,2007-04-18
sz.002129,中环股份,2007-04-20
sz.002130,沃尔核材,2007-04-20
sz.002131,利欧股份,2007-04-27
sz.002132,恒星科技,2007-04-27
sz.002133,广宇集团,2007-04-27
sz.002134,天津普林,2007-05-16
sz.002135,东南网架,2007-05-30
sz.002136,安纳达,2007-05-30
sz.002137,实益达,2007-06-13
sz.002138,顺络电子,2007-06-13
sz.002139,拓邦股份,2007-06-29
sz.002140,东华科技,2007-07-12
sz.002141,贤丰控股,2007-07-20
sz.002142,宁波银行,2007-07-19
sz.002144,宏达高科,2007-08-03
sz.002145,中核钛白,2007-08-03
sz.002146,荣盛发展,2007-08-08
sz.002148,北纬科技,2007-08-10
sz.002149,西部材料,2007-08-10
sz.002150,通润装备,2007-08-10
sz.002151,北斗星通,2007-08-13
sz.002152,广电运通,2007-08-13
sz.002153,石基信息,2007-08-13
sz.002154,报喜鸟,2007-08-16
sz.002155,湖南黄金,2007-08-16
sz.002156,通富微电,2007-08-16
sz.002157,正邦科技,2007-08-17
sz.002158,汉钟精机,2007-08-17
sz.002159,三特索道,2007-08-17
sz.002160,常铝股份,2007-08-21
sz.002161,远望谷,2007-08-21
sz.002162,悦心健康,2007-08-23
sz.002163,海南发展,2007-08-23
sz.002164,宁波东力,2007-08-23
sz.002165,红宝丽,2007-09-13
sz.002166,莱茵生物,2007-09-13
sz.002167,东方锆业,2007-09-13
sz.002168,惠程科技,2007-09-19
sz.002169,智光电气,2007-09-19
sz.002170,芭田股份,2007-09-19
sz.002171,楚江新材,2007-09-21
sz.002172,澳洋健康,2007-09-21
sz.002173,创新医疗,2007-09-25
sz.002174,游族网络,2007-09-25
sz.002176,江特电机,2007-10-12
sz.002177,御银股份,2007-11-01
sz.002178,延华智能,2007-11-01
sz.002179,中航光电,2007-11-01
sz.002180,纳思达,2007-11-13
sz.002181,粤传媒,2007-11-16
sz.002182,云海金属,2007-11-13
sz.002183,怡亚通,2007-11-13
sz.002184,海得控制,2007-11-16
sz.002185,华天科技,2007-11-20
sz.002186,全聚德,2007-11-20
sz.002187,广百股份,2007-11-22
sz.002189,中光学,2007-12-03
sz.002190,成飞集成,2007-12-03
sz.002191,劲嘉股份,2007-12-05
sz.002192,融捷股份,2007-12-05
sz.002193,如意集团,2007-12-07
sz.002194,武汉凡谷,2007-12-07
sz.002195,二三四五,2007-12-12
sz.002196,方正电机,2007-12-12
sz.002197,证通电子,2007-12-18
sz.002198,嘉应制药,2007-12-18
sz.002199,东晶电子,2007-12-21
sz.002201,正威新材,2007-12-26
sz.002202,金风科技,2007-12-26
sz.002203,海亮股份,2008-01-16
sz.002204,大连重工,2008-01-16
sz.002205,国统股份,2008-01-23
sz.002206,海利得,2008-01-23
sz.002207,准油股份,2008-01-28
sz.002208,合肥城建,2008-01-28
sz.002209,达意隆,2008-01-30
sz.002210,飞马国际,2008-01-30
sz.002211,宏达新材,2008-02-01
sz.002212,天融信,2008-02-01
sz.002213,大为股份,2008-02-01
sz.002214,大立科技,2008-02-18
sz.002215,诺普信,2008-02-18
sz.002216,三全食品,2008-02-20
sz.002217,合力泰,2008-02-20
sz.002218,拓日新能,2008-02-28
sz.002221,东华能源,2008-03-06
sz.002222,福晶科技,2008-03-19
sz.002223,鱼跃医疗,2008-04-18
sz.002224,三力士,2008-04-25
sz.002225,濮耐股份,2008-04-25
sz.002226,江南化工,2008-05-06
sz.002227,奥特迅,2008-05-06
sz.002228,合兴包装,2008-05-08
sz.002229,鸿博股份,2008-05-08
sz.002230,科大讯飞,2008-05-12
sz.002231,奥维通信,2008-05-12
sz.002232,启明信息,2008-05-09
sz.002233,塔牌集团,2008-05-16
sz.002234,民和股份,2008-05-16
sz.002235,安妮股份,2008-05-16
sz.002236,大华股份,2008-05-20
sz.002237,恒邦股份,2008-05-20
sz.002238,天威视讯,2008-05-26
sz.002239,奥特佳,2008-05-22
sz.002240,盛新锂能,2008-05-23
sz.002241,歌尔股份,2008-05-22
sz.002242,九阳股份,2008-05-28
sz.002243,力合科创,2008-05-28
sz.002244,滨江集团,2008-05-29
sz.002245,蔚蓝锂芯,2008-06-05
sz.002246,北化股份,2008-06-05
sz.002247,聚力文化,2008-06-12
sz.002248,华东数控,2008-06-12
sz.002249,大洋电机,2008-06-19
sz.002250,联化科技,2008-06-19
sz.002251,步步高,2008-06-19
sz.002252,上海莱士,2008-06-23
sz.002253,川大智胜,2008-06-23
sz.002254,泰和新材,2008-06-25
sz.002255,海陆重工,2008-06-25
sz.002256,兆新股份,2008-06-25
sz.002258,利尔化学,2008-07-08
sz.002261,拓维信息,2008-07-23
sz.002262,恩华药业,2008-07-23
sz.002263,大东南,2008-07-28
sz.002264,新华都,2008-07-31
sz.002265,西仪股份,2008-08-06
sz.002266,浙富控股,2008-08-06
sz.002267,陕天然气,2008-08-13
sz.002268,卫士通,2008-08-11
sz.002269,美邦服饰,2008-08-28
sz.002270,华明装备,2008-09-05
sz.002271,东方雨虹,2008-09-10
sz.002272,川润股份,2008-09-19
sz.002273,水晶光电,2008-09-19
sz.002274,华昌化工,2008-09-25
sz.002275,桂林三金,2009-07-10
sz.002276,万马股份,2009-07-10
sz.002277,友阿股份,2009-07-17
sz.002278,神开股份,2009-08-11
sz.002279,久其软件,2009-08-11
sz.002280,联络互动,2009-08-21
sz.002281,光迅科技,2009-08-21
sz.002282,博深股份,2009-08-21
sz.002283,天润工业,2009-08-21
sz.002284,亚太股份,2009-08-28
sz.002285,世联行,2009-08-28
sz.002286,保龄宝,2009-08-28
sz.002287,奇正藏药,2009-08-28
sz.002288,超华科技,2009-09-03
sz.002289,宇顺电子,2009-09-03
sz.002290,禾盛新材,2009-09-03
sz.002291,星期六,2009-09-03
sz.002292,奥飞娱乐,2009-09-10
sz.002293,罗莱生活,2009-09-10
sz.002294,信立泰,2009-09-10
sz.002295,精艺股份,2009-09-29
sz.002296,辉煌科技,2009-09-29
sz.002297,博云新材,2009-09-29
sz.002298,中电兴发,2009-09-29
sz.002299,圣农发展,2009-10-21
sz.002300,太阳电缆,2009-10-21
sz.002301,齐心集团,2009-10-21
sz.002302,西部建设,2009-11-03
sz.002303,美盈森,2009-11-03
sz.002304,洋河股份,2009-11-06
sz.002305,南国置业,2009-11-06
sz.002306,中科云网,2009-11-11
sz.002307,北新路桥,2009-11-11
sz.002308,威创股份,2009-11-27
sz.002309,中利集团,2009-11-27
sz.002310,东方园林,2009-11-27
sz.002311,海大集团,2009-11-27
sz.002312,川发龙蟒,2009-12-03
sz.002313,日海智能,2009-12-03
sz.002314,南山控股,2009-12-03
sz.002315,焦点科技,2009-12-09
sz.002316,亚联发展,2009-12-09
sz.002317,众生药业,2009-12-11
sz.002318,久立特材,2009-12-11
sz.002319,乐通股份,2009-12-11
sz.002320,海峡股份,2009-12-16
sz.002322,理工环科,2009-12-18
sz.002324,普利特,2009-12-18
sz.002325,洪涛股份,2009-12-22
sz.002326,永太科技,2009-12-22
sz.002327,富安娜,2009-12-30
sz.002328,新朋股份,2009-12-30
sz.002329,皇氏集团,2010-01-06
sz.002330,得利斯,2010-01-06
sz.002331,皖通科技,2010-01-06
sz.002332,仙琚制药,2010-01-12
sz.002333,罗普斯金,2010-01-12
sz.002334,英威腾,2010-01-13
sz.002335,科华数据,2010-01-13
sz.002336,人人乐,2010-01-13
sz.002337,赛象科技,2010-01-15
sz.002338,奥普光电,2010-01-15
sz.002339,积成电子,2010-01-22
sz.002340,格林美,2010-01-22
sz.002341,新纶新材,2010-01-22
sz.002342,巨力索具,2010-01-26
sz.002343,慈文传媒,2010-01-26
sz.002344,海宁皮城,2010-01-26
sz.002345,潮宏基,2010-01-28
sz.002346,柘中股份,2010-01-28
sz.002347,泰尔股份,2010-01-28
sz.002348,高乐股份,2010-02-03
sz.002349,精华制药,2010-02-03
sz.002350,北京科锐,2010-02-03
sz.002351,漫步者,2010-02-05
sz.002352,顺丰控股,2010-02-05
sz.002353,杰瑞股份,2010-02-05
sz.002354,天神娱乐,2010-02-09
sz.002355,兴民智通,2010-02-09
sz.002357,富临运业,2010-02-10
sz.002360,同德化工,2010-03-03
sz.002361,神剑股份,2010-03-03
sz.002362,汉王科技,2010-03-03
sz.002363,隆基机械,2010-03-05
sz.002364,中恒电气,2010-03-05
sz.002365,永安药业,2010-03-05
sz.002366,台海核电,2010-03-12
sz.002367,康力电梯,2010-03-12
sz.002368,太极股份,2010-03-12
sz.002369,卓翼科技,2010-03-16
sz.002370,亚太药业,2010-03-16
sz.002371,北方华创,2010-03-16
sz.002372,伟星新材,2010-03-18
sz.002373,千方科技,2010-03-18
sz.002374,中锐股份,2010-03-18
sz.002375,亚厦股份,2010-03-23
sz.002376,新北洋,2010-03-23
sz.002377,国创高新,2010-03-23
sz.002378,章源钨业,2010-03-31
sz.002379,宏创控股,2010-03-31
sz.002380,科远智慧,2010-03-31
sz.002381,双箭股份,2010-04-02
sz.002382,蓝帆医疗,2010-04-02
sz.002383,合众思壮,2010-04-02
sz.002384,东山精密,2010-04-09
sz.002385,大北农,2010-04-09
sz.002386,天原股份,2010-04-09
sz.002387,维信诺,2010-04-13
sz.002388,新亚制程,2010-04-13
sz.002389,航天彩虹,2010-04-13
sz.002390,信邦制药,2010-04-16
sz.002391,长青股份,2010-04-16
sz.002392,北京利尔,2010-04-23
sz.002393,力生制药,2010-04-23
sz.002394,联发股份,2010-04-23
sz.002395,双象股份,2010-04-29
sz.002396,星网锐捷,2010-06-23
sz.002397,梦洁股份,2010-04-29
sz.002398,垒知集团,2010-05-06
sz.002399,海普瑞,2010-05-06
sz.002400,省广集团,2010-05-06
sz.002401,中远海科,2010-05-06
sz.002402,和而泰,2010-05-11
sz.002403,爱仕达,2010-05-11
sz.002404,嘉欣丝绸,2010-05-11
sz.002405,四维图新,2010-05-18
sz.002406,远东传动,2010-05-18
sz.002407,多氟多,2010-05-18
sz.002408,齐翔腾达,2010-05-18
sz.002409,雅克科技,2010-05-25
sz.002410,广联达,2010-05-25
sz.002411,延安必康,2010-05-25
sz.002412,汉森制药,2010-05-25
sz.002413,雷科防务,2010-05-28
sz.002414,高德红外,2010-07-16
sz.002415,海康威视,2010-05-28
sz.002416,爱施德,2010-05-28
sz.002417,深南股份,2010-06-01
sz.002418,康盛股份,2010-06-01
sz.002419,天虹股份,2010-06-01
sz.002420,毅昌科技,2010-06-01
sz.002421,达实智能,2010-06-03
sz.002422,科伦药业,2010-06-03
sz.002423,中粮资本,2010-06-03
sz.002424,贵州百灵,2010-06-03
sz.002425,凯撒文化,2010-06-08
sz.002426,胜利精密,2010-06-08
sz.002428,云南锗业,2010-06-08
sz.002429,兆驰股份,2010-06-10
sz.002430,杭氧股份,2010-06-10
sz.002431,棕榈股份,2010-06-10
sz.002432,九安医疗,2010-06-10
sz.002433,太安堂,2010-06-18
sz.002434,万里扬,2010-06-18
sz.002435,长江健康,2010-06-18
sz.002436,兴森科技,2010-06-18
sz.002437,誉衡药业,2010-06-23
sz.002438,江苏神通,2010-06-23
sz.002439,启明星辰,2010-06-23
sz.002440,闰土股份,2010-07-06
sz.002441,众业达,2010-07-06
sz.002442,龙星化工,2010-07-06
sz.002443,金洲管道,2010-07-06
sz.002444,巨星科技,2010-07-13
sz.002445,中南文化,2010-07-13
sz.002446,盛路通信,2010-07-13
sz.002448,中原内配,2010-07-16
sz.002449,国星光电,2010-07-16
sz.002451,摩恩电气,2010-07-20
sz.002452,长高集团,2010-07-20
sz.002453,华软科技,2010-07-20
sz.002454,松芝股份,2010-07-20
sz.002455,百川股份,2010-08-03
sz.002456,欧菲光,2010-08-03
sz.002457,青龙管业,2010-08-03
sz.002458,益生股份,2010-08-10
sz.002459,晶澳科技,2010-08-10
sz.002460,赣锋锂业,2010-08-10
sz.002461,珠江啤酒,2010-08-18
sz.002462,嘉事堂,2010-08-18
sz.002463,沪电股份,2010-08-18
sz.002465,海格通信,2010-08-31
sz.002466,天齐锂业,2010-08-31
sz.002467,二六三,2010-09-08
sz.002468,申通快递,2010-09-08
sz.002469,三维化学,2010-09-08
sz.002471,中超控股,2010-09-10
sz.002472,双环传动,2010-09-10
sz.002474,榕基软件,2010-09-15
sz.002475,立讯精密,2010-09-15
sz.002476,宝莫股份,2010-09-15
sz.002478,常宝股份,2010-09-21
sz.002479,富春环保,2010-09-21
sz.002480,新筑股份,2010-09-21
sz.002481,双塔食品,2010-09-21
sz.002482,广田集团,2010-09-29
sz.002483,润邦股份,2010-09-29
sz.002484,江海股份,2010-09-29
sz.002485,雪松发展,2010-10-15
sz.002486,嘉麟杰,2010-10-15
sz.002487,大金重工,2010-10-15
sz.002488,金固股份,2010-10-21
sz.002489,浙江永强,2010-10-21
sz.002490,山东墨龙,2010-10-21
sz.002491,通鼎互联,2010-10-21
sz.002492,恒基达鑫,2010-11-02
sz.002493,荣盛石化,2010-11-02
sz.002494,华斯股份,2010-11-02
sz.002495,佳隆股份,2010-11-02
sz.002497,雅化集团,2010-11-09
sz.002498,汉缆股份,2010-11-09
sz.002500,山西证券,2010-11-15
sz.002502,鼎龙文化,2010-11-17
sz.002503,搜于特,2010-11-17
sz.002505,鹏都农牧,2010-11-18
sz.002506,协鑫集成,2010-11-18
sz.002507,涪陵榨菜,2010-11-23
sz.002508,老板电器,2010-11-23
sz.002510,天汽模,2010-11-25
sz.002511,中顺洁柔,2010-11-25
sz.002512,达华智能,2010-12-03
sz.002513,蓝丰生化,2010-12-03
sz.002514,宝馨科技,2010-12-03
sz.002515,金字火腿,2010-12-03
sz.002516,旷达科技,2010-12-07
sz.002517,恺英网络,2010-12-07
sz.002518,科士达,2010-12-07
sz.002519,银河电子,2010-12-07
sz.002520,日发精机,2010-12-10
sz.002521,齐峰新材,2010-12-10
sz.002522,浙江众成,2010-12-10
sz.002523,天桥起重,2010-12-10
sz.002524,光正眼科,2010-12-17
sz.002526,山东矿机,2010-12-17
sz.002527,新时达,2010-12-24
sz.002528,英飞拓,2010-12-24
sz.002529,海源复材,2010-12-24
sz.002530,金财互联,2010-12-31
sz.002531,天顺风能,2010-12-31
sz.002532,天山铝业,2010-12-31
sz.002533,金杯电工,2010-12-31
sz.002534,杭锅股份,2011-01-10
sz.002536,飞龙股份,2011-01-11
sz.002537,海联金汇,2011-01-10
sz.002538,司尔特,2011-01-18
sz.002539,云图控股,2011-01-18
sz.002540,亚太科技,2011-01-18
sz.002541,鸿路钢构,2011-01-18
sz.002542,中化岩土,2011-01-28
sz.002543,万和电气,2011-01-28
sz.002544,杰赛科技,2011-01-28
sz.002545,东方铁塔,2011-02-11
sz.002546,新联电子,2011-02-11
sz.002547,春兴精工,2011-02-18
sz.002548,金新农,2011-02-18
sz.002549,凯美特气,2011-02-18
sz.002550,千红制药,2011-02-18
sz.002551,尚荣医疗,2011-02-25
sz.002552,宝鼎科技,2011-02-25
sz.002553,南方轴承,2011-02-25
sz.002554,惠博普,2011-02-25
sz.002555,三七互娱,2011-03-02
sz.002556,辉隆股份,2011-03-02
sz.002557,洽洽食品,2011-03-02
sz.002558,巨人网络,2011-03-02
sz.002559,亚威股份,2011-03-03
sz.002560,通达股份,2011-03-03
sz.002561,徐家汇,2011-03-03
sz.002562,兄弟科技,2011-03-10
sz.002563,森马服饰,2011-03-11
sz.002565,顺灏股份,2011-03-18
sz.002566,益盛药业,2011-03-18
sz.002567,唐人神,2011-03-25
sz.002568,百润股份,2011-03-25
sz.002570,贝因美,2011-04-12
sz.002571,德力股份,2011-04-12
sz.002572,索菲亚,2011-04-12
sz.002573,清新环境,2011-04-22
sz.002574,明牌珠宝,2011-04-22
sz.002576,通达动力,2011-04-28
sz.002577,雷柏科技,2011-04-28
sz.002578,闽发铝业,2011-04-28
sz.002579,中京电子,2011-05-06
sz.002580,圣阳股份,2011-05-06
sz.002581,未名医药,2011-05-20
sz.002582,好想你,2011-05-20
sz.002583,海能达,2011-05-27
sz.002584,西陇科学,2011-06-02
sz.002585,双星新材,2011-06-02
sz.002587,奥拓电子,2011-06-10
sz.002588,史丹利,2011-06-10
sz.002589,瑞康医药,2011-06-10
sz.002590,万安科技,2011-06-10
sz.002591,恒大高新,2011-06-21
sz.002593,日上集团,2011-06-28
sz.002594,比亚迪,2011-06-30
sz.002595,豪迈科技,2011-06-28
sz.002596,海南瑞泽,2011-07-07
sz.002597,金禾实业,2011-07-07
sz.002598,山东章鼓,2011-07-07
sz.002599,盛通股份,2011-07-15
sz.002600,领益智造,2011-07-15
sz.002601,龙佰集团,2011-07-15
sz.002602,世纪华通,2011-07-28
sz.002603,以岭药业,2011-07-28
sz.002605,姚记科技,2011-08-05
sz.002606,大连电瓷,2011-08-05
sz.002607,中公教育,2011-08-10
sz.002608,江苏国信,2011-08-10
sz.002609,捷顺科技,2011-08-15
sz.002610,爱康科技,2011-08-15
sz.002611,东方精工,2011-08-30
sz.002612,朗姿股份,2011-08-30
sz.002613,北玻股份,2011-08-30
sz.002614,奥佳华,2011-09-09
sz.002615,哈尔斯,2011-09-09
sz.002616,长青集团,2011-09-20
sz.002617,露笑科技,2011-09-20
sz.002620,瑞和股份,2011-09-29
sz.002621,美吉姆,2011-09-29
sz.002622,融钰集团,2011-10-18
sz.002623,亚玛顿,2011-10-13
sz.002624,完美世界,2011-10-28
sz.002625,光启技术,2011-11-03
sz.002626,金达威,2011-10-28
sz.002627,三峡旅游,2011-11-03
sz.002628,成都路桥,2011-11-03
sz.002629,仁智股份,2011-11-03
sz.002630,华西能源,2011-11-11
sz.002631,德尔未来,2011-11-11
sz.002632,道明光学,2011-11-22
sz.002633,申科股份,2011-11-22
sz.002634,棒杰股份,2011-12-05
sz.002635,安洁科技,2011-11-25
sz.002636,金安国纪,2011-11-25
sz.002637,赞宇科技,2011-11-25
sz.002638,勤上股份,2011-11-25
sz.002639,雪人股份,2011-12-05
sz.002641,公元股份,2011-12-08
sz.002642,荣联科技,2011-12-20
sz.002643,万润股份,2011-12-20
sz.002644,佛慈制药,2011-12-22
sz.002645,华宏科技,2011-12-20
sz.002646,天佑德酒,2011-12-22
sz.002647,仁东控股,2011-12-28
sz.002648,卫星化学,2011-12-28
sz.002649,博彦科技,2012-01-06
sz.002650,加加食品,2012-01-06
sz.002651,利君股份,2012-01-06
sz.002652,扬子新材,2012-01-19
sz.002653,海思科,2012-01-17
sz.002654,万润科技,2012-02-17
